id,date,user,pc,activity
L101286,09/01/2026 01:30:00,EMP107,PC-6110,Logoff
L101287,08/31/2026 16:44:00,EMP108,PC-1044,Logon
L101288,09/01/2026 00:48:00,EMP108,PC-1044,Logoff
L101289,08/31/2026 17:17:00,EMP109,PC-7020,Logon
L101290,09/01/2026 01:18:00,EMP109,PC-7020,Logoff
L101291,08/31/2026 16:44:00,EMP110,PC-8005,Logon
L101292,09/01/2026 01:27:00,EMP110,PC-8005,Logoff
L101293,08/31/2026 17:27:00,EMP111,PC-3099,Logon
L101294,09/01/2026 01:39:00,EMP111,PC-3099,Logoff
L101295,08/31/2026 16:39:00,EMP112,PC-2490,Logon
L101296,09/01/2026 01:26:00,EMP112,PC-2490,Logoff
L101297,08/31/2026 17:27:00,EMP113,PC-7045,Logon
L101298,09/01/2026 01:40:00,EMP113,PC-7045,Logoff
L101299,08/31/2026 17:25:00,EMP114,PC-1250,Logon
L101300,09/01/2026 01:41:00,EMP114,PC-1250,Logoff
L101301,08/31/2026 16:42:00,EMP115,PC-6125,Logon
L101302,09/01/2026 01:34:00,EMP115,PC-6125,Logoff
L101303,08/31/2026 17:29:00,EMP116,PC-1300,Logon
L101304,09/01/2026 01:38:00,EMP116,PC-1300,Logoff
L101305,08/31/2026 16:26:00,EMP117,PC-9910,Logon
L101306,09/01/2026 00:43:00,EMP117,PC-9910,Logoff
L101307,08/31/2026 16:01:00,EMP118,PC-5022,Logon
L101308,09/01/2026 00:16:00,EMP118,PC-5022,Logoff
L101309,08/31/2026 16:01:00,EMP119,PC-3150,Logon
L101310,09/01/2026 00:17:00,EMP119,PC-3150,Logoff
L101311,08/31/2026 17:38:00,EMP120,PC-4120,Logon
L101312,09/01/2026 01:57:00,EMP120,PC-4120,Logoff
L101313,08/31/2026 16:07:00,EMP121,PC-8050,Logon
L101314,09/01/2026 00:43:00,EMP121,PC-8050,Logoff
L101315,08/31/2026 17:21:00,EMP122,PC-6150,Logon
L101316,09/01/2026 02:14:00,EMP122,PC-6150,Logoff
L101317,08/31/2026 17:26:00,EMP123,PC-4190,Logon
L101318,09/01/2026 01:42:00,EMP123,PC-4190,Logoff
L101319,08/31/2026 17:09:00,EMP124,PC-9001,Logon
L101320,09/01/2026 01:32:00,EMP124,PC-9001,Logoff
L101321,08/31/2026 17:35:00,EMP125,PC-9402,Logon
L101322,09/01/2026 01:59:00,EMP125,PC-9402,Logoff
L101323,08/31/2026 17:16:00,EMP126,PC-9945,Logon
L101324,09/01/2026 01:35:00,EMP126,PC-9945,Logoff
L101325,08/31/2026 17:02:00,EMP127,PC-1070,Logon
L101326,09/01/2026 01:19:00,EMP127,PC-1070,Logoff
L101327,09/01/2026 16:44:00,EMP101,PC-1001,Logon
L101328,09/02/2026 01:00:00,EMP101,PC-1001,Logoff
L101329,09/01/2026 17:15:00,AAF0535,PC-2408,Logon
L101330,09/02/2026 01:45:00,AAF0535,PC-2408,Logoff
L101331,09/01/2026 09:34:00,AAM0658,PC-9923,Logon
L101332,09/01/2026 10:02:00,AAM0658,PC-9923,Logoff
L101333,09/02/2026 06:15:00,BBS0039,PC-9436,Logon_Failure
L101334,09/02/2026 06:17:00,BBS0039,PC-9436,Logon_Failure
L101335,09/02/2026 06:19:00,BBS0039,PC-9436,Logon_Failure
L101336,09/02/2026 06:23:00,BBS0039,PC-9436,Logon
L101337,09/02/2026 07:50:00,BBS0039,PC-9436,Logoff
L101338,09/01/2026 16:10:00,EMP102,PC-3012,Logon
L101339,09/02/2026 00:25:00,EMP102,PC-3012,Logoff
L101340,09/01/2026 17:11:00,EMP103,PC-4105,Logon
L101341,09/02/2026 01:54:00,EMP103,PC-4105,Logoff
L101342,09/01/2026 16:35:00,EMP104,PC-1102,Logon
L101343,09/02/2026 01:16:00,EMP104,PC-1102,Logoff
L101344,09/01/2026 17:09:00,EMP105,PC-5001,Logon
L101345,09/02/2026 01:14:00,EMP105,PC-5001,Logoff
L101346,09/01/2026 16:14:00,EMP106,PC-1088,Logon
L101347,09/02/2026 00:59:00,EMP106,PC-1088,Logoff
L101348,09/01/2026 16:38:00,EMP107,PC-6110,Logon
L101349,09/02/2026 00:51:00,EMP107,PC-6110,Logoff
L101350,09/01/2026 16:39:00,EMP108,PC-1044,Logon
L101351,09/02/2026 01:07:00,EMP108,PC-1044,Logoff
L101352,09/01/2026 16:20:00,EMP109,PC-7020,Logon
L101353,09/02/2026 01:04:00,EMP109,PC-7020,Logoff
L101354,09/01/2026 16:03:00,EMP110,PC-8005,Logon
L101355,09/02/2026 00:24:00,EMP110,PC-8005,Logoff
L101356,09/01/2026 17:19:00,EMP111,PC-3099,Logon
L101357,09/02/2026 01:44:00,EMP111,PC-3099,Logoff
L101358,09/01/2026 17:08:00,EMP112,PC-2490,Logon
L101359,09/02/2026 01:13:00,EMP112,PC-2490,Logoff
L101360,09/01/2026 17:23:00,EMP113,PC-7045,Logon
L101361,09/02/2026 02:22:00,EMP113,PC-7045,Logoff
L101362,09/01/2026 16:35:00,EMP114,PC-1250,Logon
L101363,09/02/2026 01:29:00,EMP114,PC-1250,Logoff
L101364,09/01/2026 17:27:00,EMP115,PC-6125,Logon
L101365,09/02/2026 01:34:00,EMP115,PC-6125,Logoff
L101366,09/01/2026 16:22:00,EMP116,PC-1300,Logon
L101367,09/02/2026 00:27:00,EMP116,PC-1300,Logoff
L101368,09/01/2026 16:33:00,EMP117,PC-9910,Logon
L101369,09/02/2026 01:22:00,EMP117,PC-9910,Logoff
L101370,09/01/2026 17:23:00,EMP118,PC-5022,Logon
L101371,09/02/2026 02:00:00,EMP118,PC-5022,Logoff
L101372,09/01/2026 16:21:00,EMP119,PC-3150,Logon
L101373,09/02/2026 00:23:00,EMP119,PC-3150,Logoff
L101374,09/01/2026 16:35:00,EMP120,PC-4120,Logon
L101375,09/02/2026 01:35:00,EMP120,PC-4120,Logoff
L101376,09/01/2026 17:18:00,EMP121,PC-8050,Logon
L101377,09/02/2026 01:59:00,EMP121,PC-8050,Logoff
L101378,09/01/2026 17:32:00,EMP122,PC-6150,Logon
L101379,09/02/2026 01:44:00,EMP122,PC-6150,Logoff
L101380,09/01/2026 17:39:00,EMP123,PC-4190,Logon
L101381,09/02/2026 01:50:00,EMP123,PC-4190,Logoff
L101382,09/01/2026 17:33:00,EMP124,PC-9001,Logon
L101383,09/02/2026 02:13:00,EMP124,PC-9001,Logoff
L101384,09/01/2026 16:33:00,EMP125,PC-9402,Logon
L101385,09/02/2026 01:00:00,EMP125,PC-9402,Logoff
L101386,09/01/2026 16:29:00,EMP126,PC-9945,Logon
L101387,09/02/2026 01:11:00,EMP126,PC-9945,Logoff
L101388,09/01/2026 17:02:00,EMP127,PC-1070,Logon
L101389,09/02/2026 01:07:00,EMP127,PC-1070,Logoff
